navigation_id,user_id,navigation_session,category_name,position,order_id,typeOfStudy,date_added
105,6,c850c38f-7e4c-4f19-9c9c-c21392d366d7,"Top Stories",5,1,Pilot,"2014-04-13 06:08:24"
106,6,c850c38f-7e4c-4f19-9c9c-c21392d366d7,Technology,2,2,Pilot,"2014-04-13 06:08:25"
107,5,c8dabc1c-2cc5-4aa0-8799-e2d5fa3a28fa,Technology,6,1,Pilot,"2014-04-13 15:54:03"
108,5,c8dabc1c-2cc5-4aa0-8799-e2d5fa3a28fa,"Education & Family",1,2,Pilot,"2014-04-13 15:54:03"
109,5,c8dabc1c-2cc5-4aa0-8799-e2d5fa3a28fa,Business,8,3,Pilot,"2014-04-13 15:54:04"
110,5,bc51d752-8cbb-46c6-bf5c-043520ea3dab,"Education & Family",1,1,Pilot,"2014-04-13 22:59:21"
111,5,bc51d752-8cbb-46c6-bf5c-043520ea3dab,World,8,2,Pilot,"2014-04-13 22:59:21"
112,5,bc51d752-8cbb-46c6-bf5c-043520ea3dab,"Top Stories",5,3,Pilot,"2014-04-13 22:59:21"
113,8,703766b6-9e9f-4415-9e62-f37e49118404,Technology,3,1,Pilot,"2014-04-14 02:10:17"
114,8,703766b6-9e9f-4415-9e62-f37e49118404,Technology,7,2,Pilot,"2014-04-14 02:10:18"
115,8,703766b6-9e9f-4415-9e62-f37e49118404,Technology,2,3,Pilot,"2014-04-14 02:10:18"
116,10,2413deb9-e2f8-4e41-a818-9477673cc5a1,Technology,1,1,Pilot,"2014-04-14 02:13:28"
117,10,2413deb9-e2f8-4e41-a818-9477673cc5a1,UK,4,2,Pilot,"2014-04-14 02:13:28"
118,10,2413deb9-e2f8-4e41-a818-9477673cc5a1,"Top Stories",8,3,Pilot,"2014-04-14 02:13:28"
119,8,722f8e0f-774f-4155-be20-c763e25b7e2d,Technology,3,1,Pilot,"2014-04-14 12:40:54"
120,8,722f8e0f-774f-4155-be20-c763e25b7e2d,"Science & Environment",2,2,Pilot,"2014-04-14 12:40:54"
121,8,722f8e0f-774f-4155-be20-c763e25b7e2d,"Top Stories",4,3,Pilot,"2014-04-14 12:40:55"
122,8,722f8e0f-774f-4155-be20-c763e25b7e2d,"Top Stories",3,4,Pilot,"2014-04-14 12:40:55"
123,8,722f8e0f-774f-4155-be20-c763e25b7e2d,"Top Stories",7,5,Pilot,"2014-04-14 12:40:55"
124,6,ab518af9-b080-4f00-b4de-acd5a2b8dfd6,"Top Stories",3,1,Pilot,"2014-04-14 17:58:16"
125,6,ab518af9-b080-4f00-b4de-acd5a2b8dfd6,Business,7,2,Pilot,"2014-04-14 17:58:16"
126,6,ab518af9-b080-4f00-b4de-acd5a2b8dfd6,Technology,3,3,Pilot,"2014-04-14 17:58:16"
127,6,ab518af9-b080-4f00-b4de-acd5a2b8dfd6,Technology,5,4,Pilot,"2014-04-14 17:58:17"
128,4,1853157e-ee71-44b7-a6fa-029a76339b91,World,2,1,Pilot,"2014-04-14 18:21:20"
129,4,1853157e-ee71-44b7-a6fa-029a76339b91,Technology,3,2,Pilot,"2014-04-14 18:21:21"
130,2,f2b2e6ae-c6cb-4676-adb5-a288025eb5b1,Technology,7,1,Pilot,"2014-04-14 23:28:01"
131,8,8f32b7eb-d434-4869-8c07-a080fc3f13ec,Technology,3,1,Pilot,"2014-04-14 23:33:49"
132,7,8b73a496-3c52-449e-ba08-9c5995a881b6,Technology,3,1,Pilot,"2014-04-14 23:34:54"
133,7,8b73a496-3c52-449e-ba08-9c5995a881b6,Technology,2,2,Pilot,"2014-04-14 23:34:54"
134,10,587f0008-2be5-4b0f-aa07-7fb169926f54,Technology,1,1,Pilot,"2014-04-15 01:33:15"
135,10,587f0008-2be5-4b0f-aa07-7fb169926f54,Technology,3,2,Pilot,"2014-04-15 01:33:19"
136,3,d613d4fe-04a8-4ff6-9797-ac9a5becacb8,UK,1,1,Pilot,"2014-04-15 01:50:20"
137,3,d613d4fe-04a8-4ff6-9797-ac9a5becacb8,Technology,6,2,Pilot,"2014-04-15 01:50:20"
138,9,5e26c9ac-014f-4e0f-9106-3978f16e36a3,"Top Stories",1,1,Pilot,"2014-04-15 03:01:12"
139,9,5e26c9ac-014f-4e0f-9106-3978f16e36a3,"Top Stories",2,2,Pilot,"2014-04-15 03:01:12"
140,9,5e26c9ac-014f-4e0f-9106-3978f16e36a3,World,3,3,Pilot,"2014-04-15 03:01:12"
141,9,5e26c9ac-014f-4e0f-9106-3978f16e36a3,Business,2,4,Pilot,"2014-04-15 03:01:12"
142,9,5e26c9ac-014f-4e0f-9106-3978f16e36a3,UK,3,5,Pilot,"2014-04-15 03:01:12"
143,9,5e26c9ac-014f-4e0f-9106-3978f16e36a3,Technology,3,6,Pilot,"2014-04-15 03:01:12"
144,6,1a1508b4-ab6b-4982-b8f0-f39b16d36c86,"Top Stories",1,1,Pilot,"2014-04-15 05:02:05"
145,6,1a1508b4-ab6b-4982-b8f0-f39b16d36c86,"Top Stories",7,2,Pilot,"2014-04-15 05:02:05"
146,6,1a1508b4-ab6b-4982-b8f0-f39b16d36c86,World,5,3,Pilot,"2014-04-15 05:02:05"
147,6,1a1508b4-ab6b-4982-b8f0-f39b16d36c86,Technology,6,4,Pilot,"2014-04-15 05:02:05"
148,6,c35b60a1-dc6f-40ec-81b2-0124f68e6067,"Top Stories",4,1,Pilot,"2014-04-15 18:08:31"
149,8,b8e53651-bfb0-4a85-9e65-e7b0297a3794,Technology,1,1,Pilot,"2014-04-15 19:06:17"
150,10,ae2ba980-9a8c-4e99-8bb2-8d772ab2009f,"Education & Family",2,1,Pilot,"2014-04-16 02:37:31"
151,10,ae2ba980-9a8c-4e99-8bb2-8d772ab2009f,Technology,3,2,Pilot,"2014-04-16 02:37:31"
152,9,7a994158-5a51-43ec-b032-14424ba47583,"Top Stories",2,1,Pilot,"2014-04-16 02:53:05"
153,9,7a994158-5a51-43ec-b032-14424ba47583,"Top Stories",7,2,Pilot,"2014-04-16 02:53:05"
154,9,7a994158-5a51-43ec-b032-14424ba47583,Politics,8,3,Pilot,"2014-04-16 02:53:05"
155,6,b4fbede4-70ed-490f-96bf-24d5f4bc1eaf,"Top Stories",3,1,Pilot,"2014-04-16 05:21:40"
156,6,b4fbede4-70ed-490f-96bf-24d5f4bc1eaf,Business,5,2,Pilot,"2014-04-16 05:21:40"
157,6,b4fbede4-70ed-490f-96bf-24d5f4bc1eaf,Technology,1,3,Pilot,"2014-04-16 05:21:40"
158,8,cbfa32f9-3b46-49e3-83e7-8c7b065f6086,Technology,6,1,Pilot,"2014-04-16 10:42:39"
159,8,cbfa32f9-3b46-49e3-83e7-8c7b065f6086,"Top Stories",1,2,Pilot,"2014-04-16 10:42:40"
160,6,295eeabf-43dc-4084-9fbd-f8245abe2248,"Top Stories",1,1,Pilot,"2014-04-17 05:59:52"
161,6,295eeabf-43dc-4084-9fbd-f8245abe2248,"Top Stories",3,2,Pilot,"2014-04-17 05:59:52"
162,4,f5e904bb-6163-453c-9de1-4bc50edd9526,Business,2,1,Pilot,"2014-04-17 10:27:12"
163,4,f5e904bb-6163-453c-9de1-4bc50edd9526,Health,3,2,Pilot,"2014-04-17 10:27:13"
164,4,e9724a4e-e001-425c-8215-2b0207533f13,"Entertainment & Arts",1,1,Pilot,"2014-04-17 10:33:43"
165,4,e9724a4e-e001-425c-8215-2b0207533f13,"Entertainment & Arts",8,2,Pilot,"2014-04-17 10:33:44"
166,5,76682de3-03f2-4bb3-b569-014337c4a259,Business,8,1,Pilot,"2014-04-18 16:19:20"
167,5,76682de3-03f2-4bb3-b569-014337c4a259,Health,1,2,Pilot,"2014-04-18 16:19:20"
168,9,b540633c-5993-4572-afe2-891c60de46db,"Top Stories",1,1,Pilot,"2014-04-19 01:47:37"
169,9,b540633c-5993-4572-afe2-891c60de46db,"Top Stories",3,2,Pilot,"2014-04-19 01:47:37"
170,9,b540633c-5993-4572-afe2-891c60de46db,"Top Stories",4,3,Pilot,"2014-04-19 01:47:37"
171,6,41f64004-8732-4f78-839c-171d57c7dec9,"Top Stories",1,1,Pilot,"2014-04-19 05:32:12"
172,4,648f91ce-28ef-451f-ba6e-a2df2dc48943,World,4,1,Pilot,"2014-04-19 10:16:08"
173,4,648f91ce-28ef-451f-ba6e-a2df2dc48943,World,4,1,Pilot,"2014-04-19 10:29:56"
174,4,648f91ce-28ef-451f-ba6e-a2df2dc48943,Technology,1,2,Pilot,"2014-04-19 10:29:57"
175,4,648f91ce-28ef-451f-ba6e-a2df2dc48943,Technology,2,3,Pilot,"2014-04-19 10:29:57"
176,4,648f91ce-28ef-451f-ba6e-a2df2dc48943,"Entertainment & Arts",4,4,Pilot,"2014-04-19 10:29:57"
177,7,c61e8d77-5f69-4880-a5ce-3b1d40e923d2,World,3,1,Pilot,"2014-04-19 18:35:10"
178,7,c61e8d77-5f69-4880-a5ce-3b1d40e923d2,Health,1,2,Pilot,"2014-04-19 18:35:11"
179,7,c61e8d77-5f69-4880-a5ce-3b1d40e923d2,Technology,1,3,Pilot,"2014-04-19 18:35:11"
180,7,c61e8d77-5f69-4880-a5ce-3b1d40e923d2,"Entertainment & Arts",6,4,Pilot,"2014-04-19 18:35:12"
181,3,660dbd22-62fa-4753-b04d-9e7d586922f9,"Entertainment & Arts",2,1,Pilot,"2014-04-21 21:23:51"
182,3,660dbd22-62fa-4753-b04d-9e7d586922f9,"Science & Environment",3,2,Pilot,"2014-04-21 21:23:51"
183,6,47e88a29-119c-4e53-9f09-1a29efd74fef,"Top Stories",2,1,Pilot,"2014-04-23 05:33:16"
184,6,47e88a29-119c-4e53-9f09-1a29efd74fef,Business,8,2,Pilot,"2014-04-23 05:33:16"
185,6,47e88a29-119c-4e53-9f09-1a29efd74fef,Technology,2,3,Pilot,"2014-04-23 05:33:16"
186,6,47e88a29-119c-4e53-9f09-1a29efd74fef,Technology,4,4,Pilot,"2014-04-23 05:33:16"
187,4,cdabad9e-6863-413e-95ce-c15b3433414e,"Entertainment & Arts",5,1,Pilot,"2014-04-23 18:53:29"
188,4,cdabad9e-6863-413e-95ce-c15b3433414e,"Top Stories",6,2,Pilot,"2014-04-23 18:53:29"
189,6,7777e24f-e081-44b5-b4c6-3ccfd4a28c7e,"Top Stories",4,1,Pilot,"2014-04-24 06:08:12"
190,6,7777e24f-e081-44b5-b4c6-3ccfd4a28c7e,"Top Stories",5,2,Pilot,"2014-04-24 06:08:12"
191,6,7777e24f-e081-44b5-b4c6-3ccfd4a28c7e,"Top Stories",8,3,Pilot,"2014-04-24 06:08:12"
192,6,7777e24f-e081-44b5-b4c6-3ccfd4a28c7e,Business,7,4,Pilot,"2014-04-24 06:08:13"
193,6,7777e24f-e081-44b5-b4c6-3ccfd4a28c7e,Technology,4,5,Pilot,"2014-04-24 06:08:13"
194,6,7777e24f-e081-44b5-b4c6-3ccfd4a28c7e,Business,8,6,Pilot,"2014-04-24 06:08:13"
195,7,fd79dae9-ac90-4551-a6e6-5b919d75733a,World,1,1,Pilot,"2014-04-24 07:12:55"
196,7,fd79dae9-ac90-4551-a6e6-5b919d75733a,"Science & Environment",2,2,Pilot,"2014-04-24 07:12:55"
197,5,4703d320-78c6-4daa-af70-03cc9c214b94,Business,8,1,Pilot,"2014-04-24 21:02:12"
198,5,4703d320-78c6-4daa-af70-03cc9c214b94,Business,3,2,Pilot,"2014-04-24 21:02:12"
199,9,c498b086-8b94-4278-800a-8b702bc7e6c7,Technology,3,1,Pilot,"2014-04-26 02:57:19"
200,9,c498b086-8b94-4278-800a-8b702bc7e6c7,World,5,2,Pilot,"2014-04-26 02:57:19"
201,9,c498b086-8b94-4278-800a-8b702bc7e6c7,"Top Stories",4,3,Pilot,"2014-04-26 02:57:20"
202,9,c498b086-8b94-4278-800a-8b702bc7e6c7,World,6,4,Pilot,"2014-04-26 02:57:20"
203,9,c498b086-8b94-4278-800a-8b702bc7e6c7,UK,3,5,Pilot,"2014-04-26 02:57:20"
204,6,ac53d03b-4111-419d-8e13-161037554d6c,"Top Stories",3,1,Pilot,"2014-04-26 08:25:09"
205,6,ac53d03b-4111-419d-8e13-161037554d6c,World,4,2,Pilot,"2014-04-26 08:25:09"
206,6,ac53d03b-4111-419d-8e13-161037554d6c,Business,1,3,Pilot,"2014-04-26 08:25:09"
207,6,ac53d03b-4111-419d-8e13-161037554d6c,Business,7,4,Pilot,"2014-04-26 08:25:09"
208,6,ac53d03b-4111-419d-8e13-161037554d6c,Technology,1,5,Pilot,"2014-04-26 08:25:10"
209,4,03cd94fe-7d90-44ca-a87b-e3b340340bc8,World,4,1,Pilot,"2014-04-26 09:30:23"
210,4,03cd94fe-7d90-44ca-a87b-e3b340340bc8,World,4,1,Pilot,"2014-04-26 09:32:25"
211,4,03cd94fe-7d90-44ca-a87b-e3b340340bc8,World,4,1,Pilot,"2014-04-26 09:58:12"
212,4,03cd94fe-7d90-44ca-a87b-e3b340340bc8,Health,5,2,Pilot,"2014-04-26 09:58:13"
213,6,abcac7bf-2612-4877-bc1d-bbed709e00cb,"Top Stories",2,1,Pilot,"2014-04-27 06:14:27"
214,6,abcac7bf-2612-4877-bc1d-bbed709e00cb,Technology,2,2,Pilot,"2014-04-27 06:14:27"
215,6,abcac7bf-2612-4877-bc1d-bbed709e00cb,Technology,5,3,Pilot,"2014-04-27 06:14:27"
216,6,9a6a6a2d-e319-41ce-acd5-ef4391d89068,"Top Stories",2,1,Pilot,"2014-04-28 05:27:06"
217,6,9a6a6a2d-e319-41ce-acd5-ef4391d89068,Business,6,2,Pilot,"2014-04-28 05:27:06"
218,6,9a6a6a2d-e319-41ce-acd5-ef4391d89068,Health,1,3,Pilot,"2014-04-28 05:27:06"
219,3,9a0ed2ae-bc56-453c-99d2-d06c5f25004f,Technology,1,1,Pilot,"2014-04-28 09:28:44"
220,3,9a0ed2ae-bc56-453c-99d2-d06c5f25004f,World,2,2,Pilot,"2014-04-28 09:28:45"
221,4,81b4fb71-6f60-4c62-8857-462352dd608c,"Entertainment & Arts",1,1,Pilot,"2014-04-28 20:49:15"
222,4,81b4fb71-6f60-4c62-8857-462352dd608c,"Entertainment & Arts",3,2,Pilot,"2014-04-28 20:49:16"
223,6,8fdb0703-3052-49ad-9221-f25513d3f0b5,"Top Stories",1,1,Pilot,"2014-04-29 16:20:11"
224,6,8fdb0703-3052-49ad-9221-f25513d3f0b5,"Top Stories",6,2,Pilot,"2014-04-29 16:20:11"
225,6,8fdb0703-3052-49ad-9221-f25513d3f0b5,Business,4,3,Pilot,"2014-04-29 16:20:11"
226,6,8fdb0703-3052-49ad-9221-f25513d3f0b5,World,3,4,Pilot,"2014-04-29 16:20:12"
227,6,67177976-d787-469f-97bd-1c86b571ffad,"Top Stories",4,1,,"2014-05-01 05:27:44"
228,6,67177976-d787-469f-97bd-1c86b571ffad,"Top Stories",5,2,,"2014-05-01 05:27:45"
229,6,67177976-d787-469f-97bd-1c86b571ffad,Business,1,3,,"2014-05-01 05:27:45"
230,6,3507306d-0de8-4de6-b038-cf9bb8703213,"Top Stories",5,1,,"2014-05-02 05:48:34"
231,6,3507306d-0de8-4de6-b038-cf9bb8703213,Technology,5,2,,"2014-05-02 05:48:34"
253,6,9278d1fc-9bc3-4372-8c17-2d33d57c2945,UK,2,1,NULL,"2014-06-05 20:59:02"
254,6,9278d1fc-9bc3-4372-8c17-2d33d57c2945,Politics,3,2,NULL,"2014-06-05 20:59:02"
255,6,9278d1fc-9bc3-4372-8c17-2d33d57c2945,Health,2,3,NULL,"2014-06-05 20:59:02"
256,6,9278d1fc-9bc3-4372-8c17-2d33d57c2945,World,3,4,NULL,"2014-06-05 20:59:02"
257,6,9278d1fc-9bc3-4372-8c17-2d33d57c2945,UK,2,1,NULL,"2014-06-05 20:59:40"
258,6,9278d1fc-9bc3-4372-8c17-2d33d57c2945,Politics,3,2,NULL,"2014-06-05 20:59:40"
259,6,9278d1fc-9bc3-4372-8c17-2d33d57c2945,Health,2,3,NULL,"2014-06-05 20:59:40"
260,6,9278d1fc-9bc3-4372-8c17-2d33d57c2945,World,3,4,NULL,"2014-06-05 20:59:40"
261,6,9278d1fc-9bc3-4372-8c17-2d33d57c2945,UK,2,1,NULL,"2014-06-05 21:01:29"
262,6,9278d1fc-9bc3-4372-8c17-2d33d57c2945,Politics,3,2,NULL,"2014-06-05 21:01:29"
263,6,9278d1fc-9bc3-4372-8c17-2d33d57c2945,Health,2,3,NULL,"2014-06-05 21:01:29"
